texts,destination
คือ จะสอบถามเรื่องที่จะเล่น อินเตอร์เนตบนมือถือคะ,internet
หนูอ่ะสมัครเน็ตเพื่อเล่นทรู wifi เอาไว้ บาท/วัน แล้วเขาให้กดอะไรสักอย่างเพื่อเอาIDกับpasswordใช่ป่ะคะ,internet
สวัสดีค่ะ พี่ยากทราบว่าจะเล่นเน็ตผ่านคอมผิวเตอร์ได้หรือไม่ เราไม่มีเบอร์บ้านค่ะ,internet
พอดีอยากจะสอบถามนะค่ะ ตัว SIM ที่หนูใช้โทรอยู่ทุกวันนี้ค่ะ พอดีหนูซื้อมาพร้อมกับ Air Card พร้อมกับทรูมูฟ G Plus พอเสียบเข้าไปใน Tablet เค้าให้เข้าไปเว็บอะไร ใส่ Password อะไรถึงเล่นเน็ตได้ค่ะ,internet
หนูสมัครเน็ตไปค่ะ ทำไมมันช้าละคะ,internet
คือมะกี้หนูสมัครโปรเน็ตไป หนูเล่นได้เลยรึปล่าวค่ะ,internet
จะถามว่าเบอร์นี้ปล่อยสัญญาณ gมาเท่าไหร่ครับ,internet
จะสอบถาม ipad หน่อยครับ ผมเพิ่งซื้อ ipad มาผมจะ up ios เคย up แต่ iphone ทำเหมือนกันเลยใช่มั้ยครับ,internet
เบอร์ ลูกค้าแจ้งว่าใช้งานแอร์การ์ด ใช้กับ พีซี ตอนนี้ใช้งานอินเตอร์เนตไม่ได้เลยค่ะ,internet
หนูเข้ายูทูปกับเฟสบุ๊คไม่ได้ค่ะ,internet
ต้องการทราบวิธีการตั้งค่าใช้งานจีพีอาร์เอส,internet
สอบถามเรื่องการเซ็ทจีพีอาร์เอสของเครื่อง,internet
พอดีเครื่องผมเปิดไวไฟไม่ได้ครับ,internet
เน็ตครับ จะสมัครใหม่ครับ,internet
ซื้อเน็ตซิมการ์ดมาจากซีเอ็ด พอใส่ในแอร์การ์ด มันบอกว่าไม่รู้จักอ่ะ,internet
ค่ะคืออยากจะสอบถามเกี่ยวกับเรื่องสัญญาณของ G อ่ะค่ะ,internet
พอดีซื้อ แอร์กาด์รทรูมาครับลงไดเวอร์ เติมเงินแล้วแต่ยังใช้ไม่ได้ครับ,internet
เข้าเฟสไม่ได้ครับ,internet
